code,name,sector,price,per,pbr,yield,roe,d2e,pos52,mcap,score,flags
4345,シーティーエス,サービス業,844.0,12.972641,2.1108549,3.4360189573459716,18.316999,6.843,0.1464968152866242,34656141312.0,53,
5929,三和ホールディングス,金属製品,3577.0,12.715057,2.2064557,3.63433044450657,18.129,12.574,0.19427527405602923,745044049920.0,53,利益急減(-32%)
3921,ネオジャパン,情報・通信業,1600.0,12.391574,2.9644122,3.375,12.353,4.593,0.23900293255131966,22428596224.0,53,
2317,システナ,情報・通信業,433.0,13.685209,3.9002686,3.233256351039261,31.028998,3.96,0.2823529411764706,154778386432.0,53,
5933,アルインコ,金属製品,1133.0,12.880855,0.6703575,3.8834951456310676,5.607,86.745,0.6519607843137255,22245765120.0,52,
9052,山陽電気鉄道,陸運業,2008.0,11.033573,0.69223887,2.49003984063745,5.72,68.31,0.4514285714285714,44616867840.0,52,利益急減(-32%)
8387,四国銀行,銀行業,3545.0,8.488984,0.7492733,1.692524682651622,9.5649995,,0.942208904109589,148478672896.0,52,
3946,トーモク,パルプ・紙,4720.0,10.570871,0.76154286,2.754237288135593,7.863,66.916,0.9808306709265175,78001782784.0,52,
9104,商船三井,海運業,6881.0,11.101789,0.79375714,2.906554279901177,7.892,85.568,0.8535620052770448,2364450275328.0,52,
4534,持田製薬,医薬品,3220.0,14.438815,0.8114378,2.484472049689441,6.769,7.128,0.2808880308880309,113573609472.0,52,
8052,椿本興業,卸売業,2788.0,10.191548,1.000037,2.8694404591104736,10.2419995,,0.401006711409396,51234353152.0,52,
9765,オオバ,サービス業,1150.0,14.278619,1.2340937,3.826086956521739,10.519,,0.43790849673202614,18172993536.0,52,
1766,東建コーポレーション,建設業,13320.0,10.755119,1.2708751,2.7027027027027026,12.923999,,0.41643835616438357,147865059328.0,52,
6183,ベルシステム２４ホールディングス,サービス業,1381.0,12.552263,1.3869194,4.344677769732078,12.087,64.315,0.42,102670884864.0,52,
8338,筑波銀行,銀行業,775.0,9.689922,0.5745077,0.6451612903225806,6.6939995,,0.9535783365570599,63868014592.0,51,
6737,ＥＩＺＯ,電気機器,3045.0,16.860464,0.5995999,3.6124794745484397,5.106,3.083,0.9359560841720037,120380555264.0,51,
8219,青山商事,小売業,756.0,15.773003,0.61517125,17.989417989417987,,41.016,0.3583227901299606,107312480256.0,51,利益急減(-48%) / 配当過大(減配リスク)
9644,タナベコンサルティンググループ,サービス業,773.0,22.842789,0.6241628,4.139715394566624,5.954000000000001,0.245,0.9411764705882353,24719847424.0,51,
9409,テレビ朝日ホールディングス,情報・通信業,3050.0,10.361111,0.643343,1.9672131147540985,6.1079998,,0.1329479768786127,306644910080.0,51,
6718,アイホン,電気機器,2830.0,18.772802,0.6564794,4.593639575971731,4.518,0.662,0.4117647058823529,46318137344.0,51,
5703,日本軽金属ホールディングス,非鉄金属,3085.0,12.184045,0.74981344,2.593192868719611,8.584999999999999,63.837,0.8329925017041582,190008705024.0,51,
3668,コロプラ,情報・通信業,416.0,156.39098,0.79706925,4.807692307692308,2.552,0.027,0.3484848484848485,53484146688.0,51,
3116,トヨタ紡織,輸送用機器,2257.0,17.3362,0.8195284,3.8103677447939743,5.5760004,33.826,0.12848689771766694,403234947072.0,51,
1879,新日本建設,建設業,2334.0,8.965544,1.0079548,2.8706083976006855,11.8640006,,0.961352657004831,136514510848.0,51,
7282,豊田合成,輸送用機器,5297.0,10.7270155,1.0682693,2.6052482537285258,12.039,21.634,0.8176724137931034,621135265792.0,51,
8616,東海東京フィナンシャル・ホールディングス,証券、商品先物取引業,834.0,12.738659,1.0761721,4.07673860911271,12.919,309.22,0.9645390070921985,211683049472.0,51,
8088,岩谷産業,卸売業,2265.0,10.93569,1.0954762,2.075055187637969,17.326,44.169,0.9622512010981469,521346973696.0,51,
2121,ＭＩＸＩ,情報・通信業,3430.0,13.288393,1.1835086,3.498542274052478,10.9239995,22.649,0.9899091826437941,224011042816.0,51,
3003,ヒューリック,不動産業,1739.5,11.058487,1.3942536,3.851681517677494,13.069999,232.093,0.376429199648197,1320836661248.0,51,
2337,いちご,不動産業,407.0,10.172458,1.4667672,3.8083538083538087,15.226,290.372,0.32967032967032966,159534940160.0,51,売上減(-16%)
1803,清水建設,建設業,2386.5,12.788704,1.5969363,3.016970458830924,17.629998999999998,55.696,0.29668760708166764,1620884717568.0,51,
1893,五洋建設,建設業,1438.5,11.461238,2.0415287,3.3368091762252345,19.128,127.205,0.3227141083988415,388869160960.0,51,
9501,東京電力ホールディングス,電気・ガス業,524.5,,0.24754834,,12.517999,196.059,0.16451872734595246,840617230336.0,50,赤字(EPS≤0)
2264,森永乳業,食料品,1184.0,17.184324,0.34512782,2.1114864864864864,8.248,47.077,0.6722987994664296,382189568000.0,50,
5949,ユニプレス,輸送用機器,1329.0,,0.4497555,4.514672686230249,-6.265999999999999,28.212,0.5343915343915344,59537457152.0,50,赤字(EPS≤0) / 利益急減(-55%)
4228,積水化成品工業,化学,641.0,13.597794,0.558704,2.3400936037441498,7.141,72.259,0.9181818181818182,29228040192.0,50,売上減(-20%)
7034,プロレド・パートナーズ,サービス業,375.0,15.394089,0.6777615,,15.967,5.91,0.1134020618556701,4099347712.0,50,
5461,中部鋼鈑,鉄鋼,2081.0,44.18259,0.76288223,4.997597308986065,1.1400000000000001,,0.24386724386724387,55446261760.0,50,
6908,イリソ電子工業,電気機器,2814.0,16.674568,0.79364073,3.553660270078181,4.2480003,11.017,0.0987012987012987,60080316416.0,50,
2792,ハニーズホールディングス,小売業,1431.0,14.025287,0.81271863,3.843466107617051,6.067,,0.4142857142857143,39893127168.0,50,
8253,クレディセゾン,その他金融業,4643.0,10.940408,0.8766994,2.7999138488046524,9.307,466.593,0.7846265409717187,667076853760.0,50,
8595,ジャフコ　グループ,証券、商品先物取引業,2282.0,18.46577,0.89690894,5.368098159509203,4.634,11.315,0.2913968547641073,120169152512.0,50,利益急減(-72%) / 売上減(-57%)
9001,東武鉄道,陸運業,2962.5,10.471898,0.9235771,2.3628691983122363,9.385,126.825,0.6464124111182935,579261628416.0,50,
2432,ディー・エヌ・エー,情報・通信業,2469.5,14.447435,1.0594416,2.6726057906458798,16.242,7.139,0.3929875821767714,231246397440.0,50,
6644,大崎電気工業,電気機器,1558.0,12.265785,1.1991377,2.503209242618742,11.726,1.625,0.405086285195277,70251847680.0,50,
1968,太平電業,建設業,2385.0,12.632415,1.2029918,2.9350104821802936,11.124,11.969,0.3191311612364244,150503948288.0,50,
6089,ウィルグループ,サービス業,1157.0,11.450911,1.3257691,3.8029386343993083,13.303999999999998,26.306,0.55858310626703,26510084096.0,50,
3076,あい　ホールディングス,卸売業,2936.0,11.868381,1.3709235,3.746594005449591,12.3859994,0.768,0.8767676767676768,156410068992.0,50,
6785,鈴木,電気機器,3060.0,11.71247,1.37797,3.431372549019608,13.934,4.559,0.6945010183299389,43939405824.0,50,
7458,第一興商,卸売業,1833.0,11.954608,1.5269008,3.109656301145663,13.007,43.844,0.810958904109589,189489856512.0,50,
4668,明光ネットワークジャパン,サービス業,779.0,11.693185,1.6237388,3.594351732991014,11.8590005,0.173,0.7898550724637681,19836715008.0,50,
7575,日本ライフライン,卸売業,1507.0,11.30363,1.64029,3.5832780358327807,15.238999999999999,4.493,0.6600985221674877,105722798080.0,50,
7606,ユナイテッドアローズ,小売業,2527.0,11.411154,1.6615446,3.521962801741195,16.906,12.147,0.7324766355140186,69754462208.0,50,
7236,ティラド,輸送用機器,1581.0,10.706305,1.6806383,3.542061986084757,17.467,41.732,0.96875,89501171712.0,50,
6331,三菱化工機,機械,3330.0,10.045249,1.6866661,3.453453453453453,20.037001,8.893,0.5103686635944701,75861032960.0,50,
9928,ミロク情報サービス,情報・通信業,1945.0,11.074417,1.79767,3.0848329048843186,17.543,15.448,0.7435897435897436,58240897024.0,50,
1975,朝日工業社,建設業,3930.0,10.973056,1.9907957,3.6641221374045805,20.392,13.04,0.542997542997543,101691441152.0,50,
6062,チャーム・ケア・コーポレーション,サービス業,1411.0,11.40663,2.0015376,3.401842664776754,14.607000000000001,44.841,0.8197424892703863,37934292992.0,50,
4310,ドリームインキュベータ,サービス業,2507.0,13.812673,2.0541317,5.464698843238931,9.807,,0.24871134020618557,21907920896.0,50,利益急減(-80%) / 売上減(-18%)
9960,東テク,卸売業,3790.0,11.872689,2.0816135,3.37730870712401,19.061,10.993,0.49843260188087773,155413528576.0,50,
9416,ビジョン,情報・通信業,1053.0,20.110771,2.4863052,4.46343779677113,23.118,8.264,0.2639593908629442,50079801344.0,50,
6088,シグマクシス・ホールディングス,サービス業,548.0,11.493289,3.4186115,4.744525547445255,,39.273,0.08422939068100359,44117479424.0,50,
2148,アイティメディア,サービス業,1261.0,20.641676,3.4744132,7.9302141157811255,17.573,2.079,0.1793275217932752,24571023360.0,50,配当過大(減配リスク)
2163,アルトナー,サービス業,967.0,16.32343,3.9948938,4.3433298862461225,27.128999999999998,19.678,0.14736842105263157,20499748864.0,50,
3501,ＳＵＭＩＮＯＥ,繊維製品,1181.0,,0.4720277,3.3869602032176123,1.281,53.65,0.3448275862068966,15667639296.0,49,赤字(EPS≤0)
2266,六甲バター,食料品,1075.0,14.10021,0.624972,1.8604651162790697,5.362,36.277,0.18960244648318042,19762178048.0,49,
9404,日本テレビホールディングス,情報・通信業,2927.5,12.957554,0.6729749,1.5371477369769428,6.534,2.58,0.1767158434894163,735515967488.0,49,
7628,オーハシテクニカ,卸売業,1202.0,14.762958,0.7483627,3.0782029950083194,5.8500000000000005,,0.6870748299319728,30743390208.0,49,
9274,ＫＰＰグループホールディングス,卸売業,1122.0,12.8257885,0.7766625,3.2085561497326207,6.1539996,131.443,0.9952267303102625,69281914880.0,49,
6349,小森コーポレーション,機械,1934.0,13.9286995,0.8204142,3.6194415718717683,6.2649995,8.27,0.9431034482758621,102623289344.0,49,
5201,ＡＧＣ,ガラス・土石製品,5934.0,13.880377,0.82477415,3.5389282103134483,,38.309,0.3606337271750806,1260344705024.0,49,
2001,ニップン,食料品,2848.0,11.078694,0.83704364,2.387640449438202,7.795000000000001,27.091,0.8304455445544554,235428593664.0,49,
4301,アミューズ,サービス業,1904.0,11.467807,0.8621841,2.100840336134454,1.976,0.491,0.4017467248908297,30873845760.0,49,利益急減(-94%) / 売上減(-22%)
9101,日本郵船,海運業,6784.0,13.435791,0.878975,3.021816037735849,7.704999999999999,42.798,0.9935129740518962,2737724719104.0,49,
5020,ＥＮＥＯＳホールディングス,石油・石炭製品,1318.5,13.727225,0.937722,2.578687902919985,19.527,57.783,0.6700042307149908,3510164783104.0,49,
7981,タカラスタンダード,その他製品,2983.0,12.86164,0.96357316,3.8887026483405966,7.519000000000001,2.217,0.6203501094091903,188618457088.0,49,
7483,ドウシシャ,卸売業,3010.0,12.446245,1.134989,3.6544850498338874,9.35,,0.3605150214592275,108038316032.0,49,
4362,日本精化,化学,2678.0,13.239729,1.1385779,3.6594473487677375,9.357,,0.4461343472750317,58072387584.0,49,
9531,東京瓦斯,電気・ガス業,6051.0,9.244519,1.1584091,1.8178813419269542,9.626000399999999,70.137,0.3542298618132794,1987783557120.0,49,利益急減(-62%)
4507,塩野義製薬,医薬品,2831.0,11.743964,1.3593578,2.5079477216531263,16.773,38.591,0.32112779201757596,2409681387520.0,49,
7164,全国保証,その他金融業,3137.0,12.878197,1.715385,3.825310806503028,14.051,12.347,0.4451371571072319,417473560576.0,49,
3635,コーエーテクモホールディングス,情報・通信業,1665.0,12.648131,1.9868854,3.963963963963964,20.599002,3.572,0.32673267326732675,556505366528.0,49,
3679,じげん,情報・通信業,457.0,10.969755,2.0347283,2.4070021881838075,20.036,23.403,0.4095238095238095,45320388608.0,49,
6727,ワコム,電気機器,810.0,11.405238,2.9209821,2.8395061728395063,29.809,12.68,0.4279835390946502,107536113664.0,49,
7059,コプロ・ホールディングス,サービス業,922.0,12.352626,3.7880187,4.3383947939262475,32.889,313.794,0.42299794661190965,35334803456.0,49,
9757,船井総研ホールディングス,サービス業,1142.0,13.106853,3.8236566,3.9842381786339756,31.047000000000004,1.027,0.35563380281690143,106627956736.0,49,
6986,双葉電子工業,電気機器,670.0,11.264291,0.33915088,2.6865671641791042,1.796,,0.4750830564784053,28418134016.0,48,低PBR×低ROE(万年割安)
7414,小野建,卸売業,1463.0,,0.38565013,4.716336295283663,-2.104,63.052,0.8405797101449275,35744751616.0,48,赤字(EPS≤0) / 低PBR×低ROE(万年割安)
7181,かんぽ生命保険,保険業,1702.0,11.1599245,0.39550987,2.428495887191539,,102.945,0.8109534557510334,1844410974208.0,48,
6875,メガチップス,電気機器,11570.0,19.986525,0.48462656,2.16076058772688,18.413,,0.7652284263959391,162941960192.0,48,
4996,クミアイ化学工業,化学,774.0,13.598033,0.6049422,3.10077519379845,3.9389998000000004,33.363,0.529126213592233,93245227008.0,48,
7283,愛三工業,輸送用機器,2320.0,,0.9124673,3.4482758620689653,10.491,51.192,0.754739336492891,132940873728.0,48,赤字(EPS≤0)
4008,住友精化,化学,1522.0,12.953192,0.93026954,2.890932982917214,9.913000499999999,23.001,0.9022222222222223,98036473856.0,48,
7769,リズム,精密機器,4005.0,13.916397,0.93033457,4.184769038701623,3.6259998,22.882,0.6712328767123288,31886399488.0,48,利益急減(-74%)
7917,ＺＡＣＲＯＳ,化学,1300.0,12.364467,0.9651743,2.769230769230769,8.578,11.606,0.5285171102661597,93088153600.0,48,
4901,富士フイルムホールディングス,化学,3182.0,13.8631115,0.9758728,2.1998742928975488,7.145,28.445,0.31054131054131057,3805631741952.0,48,
6517,デンヨー,電気機器,4090.0,14.78937,0.99052274,2.444987775061125,8.628,3.573,0.6744659206510681,82082906112.0,48,
7438,コンドーテック,卸売業,1601.0,12.422408,1.0608621,3.2479700187382887,8.889,21.934,0.5835694050991501,41041571840.0,48,
7931,未来工業,化学,3650.0,12.54813,1.0665042,3.9726027397260277,9.413999,0.942,0.6827309236947792,58990501888.0,48,
7893,プロネクサス,その他製品,1149.0,13.805118,1.1247184,3.4812880765883376,8.180001,12.252,0.6435643564356436,28327995392.0,48,
8622,水戸証券,証券、商品先物取引業,867.0,16.907177,1.1989579,4.61361014994233,10.3369996,8.676,0.9556135770234987,52223045632.0,48,
9882,イエローハット,卸売業,1775.0,12.916606,1.212382,3.492957746478873,9.974,42.67,0.7444933920704846,150658220032.0,48,
9039,サカイ引越センター,陸運業,2993.0,14.0331955,1.2128938,3.274306715669897,9.117,3.122,0.7632743362831859,120497364992.0,48,
6345,アイチ　コーポレーション,機械,1412.0,14.024632,1.2229673,4.2492917847025495,9.689999,,0.704225352112676,91157774336.0,48,
6592,マブチモーター,電気機器,1774.0,14.43685,1.2431667,3.8613303269447576,9.277000000000001,5.22,0.8046272493573264,422577143808.0,48,
4204,積水化学工業,化学,2656.0,14.532721,1.259879,3.0120481927710845,9.024999000000001,21.463,0.49938800489596086,1072495525888.0,48,
9301,三菱倉庫,倉庫・運輸関連業,1512.0,9.702259,1.3566779,2.513227513227513,11.228,36.719,0.7615384615384615,513744732160.0,48,利益急減(-66%)
6381,アネスト岩田,機械,1935.0,14.374861,1.5136557,4.496124031007752,12.189999,1.924,0.9504132231404959,75172134912.0,48,
8130,サンゲツ,卸売業,3165.0,12.703191,1.5308774,4.897314375987362,14.123,11.71,0.6286231884057971,186075054080.0,48,
3107,ダイワボウホールディングス,卸売業,3599.0,9.938419,1.8301542,2.917477076965824,18.884999999999998,21.659,0.7949138638228056,309254815744.0,48,
3696,セレス,情報・通信業,2180.0,12.247879,1.9040033,8.256880733944955,14.02,27.959,0.5401509951956074,25167253504.0,48,利益急減(-34%) / 配当過大(減配リスク)
6070,キャリアリンク,サービス業,2633.0,12.076874,1.992938,4.557538928978352,20.379,3.378,0.7503429355281207,31271198720.0,48,
2154,オープンアップグループ,サービス業,2027.0,14.605851,2.1464272,4.193389245189936,14.886,12.433,0.8333333333333334,172214272000.0,48,利益急減(-43%)
2181,パーソルホールディングス,サービス業,284.5,14.848643,2.8661523,4.042179261862917,20.683001,34.607,0.8547557840616965,634620346368.0,48,
3393,スターティアホールディングス,卸売業,3010.0,12.146893,3.5099094,4.5514950166112955,32.287,31.395,0.768595041322314,28142323712.0,48,
8713,フィデアホールディングス,銀行業,2770.0,12.104527,0.54310936,2.707581227436823,5.3489998,,0.9766899766899767,49737953280.0,47,
5142,アキレス,化学,1980.0,12.784917,0.6088767,2.0202020202020203,6.955,38.592,0.9889012208657048,27057874944.0,47,
8167,リテールパートナーズ,小売業,1467.0,12.253592,0.6911821,2.7266530334014996,5.4180003999999995,14.775,0.7993527508090615,61747122176.0,47,
8276,平和堂,小売業,2749.0,14.513489,0.6940973,2.4008730447435433,4.3839999999999995,10.562,0.4332579185520362,135951441920.0,47,利益急減(-44%)
3028,アルペン,小売業,2353.0,14.264929,0.71802974,2.337441563960901,5.064000200000001,10.929,0.8243021346469622,88236728320.0,47,
8273,イズミ,小売業,1017.0,12.808564,0.723306,2.949852507374631,5.7509999999999994,37.547,0.5320364915248303,213777907712.0,47,
4577,ダイト,医薬品,1335.0,12.416295,0.72552454,2.9962546816479403,5.973,17.557,0.5361596009975063,37726863360.0,47,
7942,ＪＳＰ,化学,3160.0,12.539186,0.74500084,2.848101265822785,7.457,21.754,0.9425287356321839,82814287872.0,47,
4118,カネカ,化学,6295.0,12.59882,0.7497769,2.5416997617156474,7.355,43.026,0.8894694533762058,378061127680.0,47,
2502,アサヒグループホールディングス,食料品,1649.0,14.996363,0.8031569,3.1534263189812006,4.321,54.65,0.3841642228739003,2411930058752.0,47,利益急減(-64%)
5011,ニチレキグループ,石油・石炭製品,2350.0,15.581487,0.8456024,3.404255319148936,5.906000000000001,23.645,0.44635193133047213,66870243328.0,47,
7723,愛知時計電機,精密機器,2870.0,,0.86369455,3.937282229965157,7.417,1.373,0.4490035169988277,44030545920.0,47,赤字(EPS≤0)
7189,西日本フィナンシャルホールディングス,銀行業,4873.0,0.016919086,1.0602238,2.421506258978042,7.813000000000001,,0.9733231707317073,678723452928.0,47,
5947,リンナイ,金属製品,3616.0,13.91572,1.1401746,2.765486725663717,9.177,2.055,0.3253012048192771,499259736064.0,47,
6305,日立建機,機械,5490.0,15.964871,1.2687323,3.1876138433515484,10.929,58.427,0.4043940954342602,1167921119232.0,47,
1808,長谷工コーポレーション,建設業,2803.5,13.705026,1.3029505,3.3886213661494557,11.5880005,73.346,0.3612818261633011,742525304832.0,47,
9435,光通信,情報・通信業,37720.0,10.976572,1.3177769,2.04135737009544,14.485999999999999,86.268,0.3550156739811912,1648303013888.0,47,
2395,新日本科学,サービス業,1463.0,13.332726,1.4594944,3.417634996582365,13.665,88.922,0.42217484008528783,60907347968.0,47,
5036,日本ビジネスシステムズ,情報・通信業,1571.0,10.913512,2.4712214,2.546148949713558,26.143998000000003,90.281,0.3785211267605634,70787629056.0,47,
5408,中山製鋼所,鉄鋼,645.0,14.200793,0.3155097,2.1705426356589146,3.0250002,7.564,0.6064516129032258,32494661632.0,46,
9535,広島ガス,電気・ガス業,418.0,13.633399,0.4009973,2.8708133971291865,2.619,47.499,0.7837837837837838,28731469824.0,46,利益急減(-33%)
6440,ＪＵＫＩ,機械,635.0,10.768187,0.5611707,1.574803149606299,5.6220002,171.214,0.4726890756302521,18770032640.0,46,
4249,森六,化学,2928.0,17.136837,0.63364226,3.927595628415301,7.692,49.879,0.9600570613409415,42029920256.0,46,
6817,スミダコーポレーション,電気機器,1263.0,19.06703,0.657259,4.196357878068092,3.578,103.319,0.39800995024875624,41803853824.0,46,
8999,グランディハウス,不動産業,577.0,18.17323,0.6760897,5.545927209705372,5.069,156.412,0.484472049689441,16730613760.0,46,
4078,堺化学工業,化学,3990.0,25.322079,0.7407428,3.634085213032581,4.478,14.965,0.32038834951456313,64773029888.0,46,
5938,ＬＩＸＩＬ,金属製品,1715.0,60.622128,0.7549688,5.247813411078718,0.889,107.898,0.3428912783751493,493222100992.0,46,
5757,ＣＫサンエツ,非鉄金属,5180.0,11.982142,0.7640214,1.7374517374517375,6.455,38.439,0.6889952153110048,42808881152.0,46,
5943,ノーリツ,金属製品,2423.0,15.477483,0.7756695,3.549319026000825,5.119,5.19,0.772785622593068,110661189632.0,46,
7347,マーキュリアホールディングス,証券、商品先物取引業,781.0,,0.8732092,2.8169014084507045,9.748999999999999,3.351,0.44776119402985076,15110884352.0,46,赤字(EPS≤0)
167A,リョーサン菱洋ホールディングス,卸売業,3195.0,17.23301,0.9257797,4.381846635367762,5.8520004,37.201,0.6978672985781991,128122519552.0,46,
9517,イーレックス,電気・ガス業,852.0,12.467077,0.9444608,2.5821596244131455,8.397,74.551,0.48846153846153845,66611683328.0,46,
6369,トーヨーカネツ,機械,2496.0,15.171408,0.98231477,4.126602564102564,4.156,45.241,0.36886792452830186,38311260160.0,46,
4114,日本触媒,化学,2696.5,24.067297,0.9919963,4.190617467086965,5.899,16.291,0.9705733130390665,398476935168.0,46,
4521,科研製薬,医薬品,4030.0,71.49193,0.99821883,4.714640198511166,6.8670005000000005,2.518,0.5414364640883977,152609308672.0,46,
2768,双日,卸売業,5655.0,11.423319,1.0278618,2.9177718832891246,10.727999,125.907,0.5368603642671292,1176580653056.0,46,
9984,ソフトバンクグループ,情報・通信業,5830.0,6.683404,1.8227454,0.18867924528301888,31.964,130.15,0.43177439131196355,33224724054016.0,46,
8111,ゴールドウイン,繊維製品,2119.0,12.052784,2.2927217,2.595563945257197,19.466998999999998,0.764,0.07540702656383891,289898528768.0,46,
8056,ＢＩＰＲＯＧＹ,情報・通信業,4435.0,13.862408,2.3929977,2.931228861330327,17.351,40.829,0.16121212121212122,428491210752.0,46,
1969,高砂熱学工業,建設業,4258.0,14.911052,2.6927536,2.7007984969469234,18.063000000000002,19.125,0.1688963210702341,557213876224.0,46,
3836,アバントグループ,情報・通信業,1181.0,14.15558,2.7926223,2.7095681625740897,19.756999999999998,0.045,0.1516919486581097,,46,利益急減(-60%)
2726,パルグループホールディングス,小売業,1508.0,14.775622,3.1992126,2.6525198938992043,22.837,15.721,0.11872705018359853,261278203904.0,46,
6036,ＫｅｅＰｅｒ技研,サービス業,3025.0,8.401611,3.2902966,1.9834710743801653,45.582,5.171,0.3741450068399453,82555617280.0,46,
7388,ＦＰパートナー,保険業,2233.0,29.949036,4.655915,4.209583519928348,15.514,9.299,0.44793713163064836,51522359296.0,46,
1663,Ｋ＆Ｏエナジーグループ,鉱業,1930.0,14.075263,0.00011850555,0.7772020725388601,7.539999999999999,,0.3055028462998102,103104208896.0,45,
7267,本田技研工業,輸送用機器,1713.0,,0.5394776,4.086398131932283,-0.7620000299999999,113.838,0.9654471544715447,6668737314816.0,45,赤字(EPS≤0)
6339,新東工業,機械,1267.0,,0.57806844,3.472770323599053,-12.553,39.127,0.8963855421686747,66538328064.0,45,赤字(EPS≤0)
5988,パイオラックス,金属製品,1721.0,,0.6459664,5.345729227193492,0.0060000002,36.714,0.5684210526315789,41388830720.0,45,赤字(EPS≤0)
9081,神奈川中央交通,陸運業,3890.0,13.191359,0.7168698,2.313624678663239,6.515,91.647,0.768361581920904,47734525952.0,45,
5185,フコク,ゴム製品,2088.0,28.30419,0.7196486,4.07088122605364,4.401,35.488,0.9261083743842364,29696305152.0,45,
3050,ＤＣＭホールディングス,小売業,1582.0,12.457674,0.75650126,2.970922882427307,6.465999999999999,88.265,0.52046783625731,216150474752.0,45,
3632,グリーホールディングス,情報・通信業,426.0,17.959528,0.76581377,5.164319248826291,4.0749997,17.252,0.6160714285714286,73188237312.0,45,
6706,電気興業,電気機器,3365.0,15.598925,0.7860504,2.9717682020802374,9.440999999999999,15.123,0.8528579513299378,29340905472.0,45,
2491,バリューコマース,サービス業,475.0,,0.8453416,10.31578947368421,3.8900003,,0.1595238095238095,10325591040.0,45,赤字(EPS≤0) / 売上減(-59%) / 配当過大(減配リスク)
2281,プリマハム,食料品,2412.0,26.4184,0.9978141,3.316749585406302,1.95,14.804,0.2779329608938548,121232785408.0,45,
7965,象印マホービン,電気機器,1440.0,14.985951,1.0039502,2.986111111111111,6.848,1.715,0.26048565121412803,91433246720.0,45,
7278,エクセディ,輸送用機器,6240.0,20.531044,1.1838956,4.807692307692308,8.32,26.631,0.9603174603174603,224412319744.0,45,
5192,三ツ星ベルト,ゴム製品,4485.0,17.044159,1.2272128,4.258639910813824,8.126999999999999,1.716,0.8490566037735849,125183549440.0,45,
9364,上組,倉庫・運輸関連業,4887.0,15.712816,1.2385666,4.194802537343974,7.864,15.449,0.36493860845839016,479651627008.0,45,
8097,三愛オブリ,卸売業,2398.0,16.185205,1.2799758,4.170141784820683,9.600999999999999,2.127,0.6470588235294118,148393902080.0,45,
8698,マネックスグループ,証券、商品先物取引業,693.0,15.960387,1.3370402,4.43001443001443,8.312,93.114,0.28378378378378377,174195032064.0,45,
7649,スギホールディングス,小売業,2709.0,10.894394,1.6680459,1.2919896640826873,10.896,31.598,0.019748653500897665,504022532096.0,45,利益急減(-68%)
7003,三井Ｅ＆Ｓ,機械,4396.0,11.538966,1.9811057,1.29663330300273,19.448,35.226,0.13761467889908258,443635007488.0,45,
3252,地主,不動産業,2936.0,9.080787,2.1611261,1.8732970027247955,13.866,174.294,0.17880794701986755,60715134976.0,45,利益急減(-58%) / 売上減(-51%)
2307,クロスキャット,情報・通信業,1092.0,10.117669,2.3657205,3.3882783882783882,25.494,,0.5063291139240507,15283741696.0,45,
2379,ディップ,サービス業,1813.0,15.93706,2.6943963,5.239933811362383,12.051,,0.15914786967418545,94919483392.0,45,利益急減(-73%)
3925,ダブルスタンダード,情報・通信業,1361.0,16.60161,2.754163,5.143277002204261,16.951,,0.27183271832718325,18395066368.0,45,利益急減(-40%)
2127,日本Ｍ＆Ａセンターホールディングス,サービス業,660.0,16.755522,4.404875,3.4848484848484853,28.750999999999998,5.866,0.2547491475888941,209257824256.0,45,
3092,ＺＯＺＯ,小売業,1105.0,20.413818,9.881512,3.5294117647058822,51.832,20.357,0.23662737987307345,967552729088.0,45,
6222,島精機製作所,機械,946.0,37.465347,0.38792208,2.1141649048625792,-0.7929999,21.994,0.32413793103448274,32087957504.0,44,売上減(-27%) / 低PBR×低ROE(万年割安)
7211,三菱自動車工業,輸送用機器,349.0,46.657753,0.50985897,2.865329512893983,2.2669999,43.011,0.30705657978385253,467085066240.0,44,
3865,北越コーポレーション,パルプ・紙,893.0,20.500458,0.56779414,2.9115341545352744,2.6919998,42.013,0.3169811320754717,141863370752.0,44,
7238,曙ブレーキ工業,輸送用機器,111.0,32.55132,0.59501797,,5.072,62.311,0.08860759493670886,30128732160.0,44,
5401,日本製鉄,鉄鋼,693.6,211.46341,0.64316195,3.460207612456747,5.505,90.107,0.9188732394366198,3624957116416.0,44,
7744,ノーリツ鋼機,精密機器,2063.0,10.810669,0.69694394,0.872515753756665,7.3920004,75.613,0.6122715404699739,215779311616.0,44,
8593,三菱ＨＣキャピタル,その他金融業,1382.0,14.561163,0.98614895,3.3285094066570187,7.2010000000000005,498.194,0.5718120805369128,1981511106560.0,44,利益急減(-45%)
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,保険業,4985.0,14.542855,1.0770257,2.507522567703109,16.088,25.214,0.9210009813542689,7147635605504.0,44,
6742,京三製作所,電気機器,1060.0,13.023713,1.2059145,2.358490566037736,12.0220006,46.172,0.9338842975206612,65425715200.0,44,
3569,セーレン,繊維製品,3530.0,13.374759,1.2524437,2.152974504249292,10.5629995,5.364,0.8109243697478992,206731771904.0,44,
2815,アリアケジャパン,食料品,5360.0,18.054432,1.2950666,3.3582089552238807,7.158,0.006,0.29577464788732394,170706550784.0,44,
5121,藤倉コンポジット,ゴム製品,2773.0,13.288925,1.2992744,2.740714028128381,10.9919995,8.551,0.9464788732394366,50898030592.0,44,
