code,name,sector,price,per,pbr,yield,roe,d2e,pos52,mcap,score,flags
6390,加藤製作所,機械,1356.0,3.40148,0.36192334,5.162241887905605,11.7580004,93.428,0.3011456628477905,15182322688.0,94,売上減(-19%)
5989,エイチワン,金属製品,1538.0,3.9450061,0.5256509,4.161248374512354,15.909,92.595,0.57856093979442,43086036992.0,88,
6430,ダイコク電機,機械,2444.0,6.1770205,0.7109059,4.091653027823241,9.932,0.062,0.39575289575289574,35725152256.0,88,利益急減(-39%) / 売上減(-19%)
7231,トピー工業,輸送用機器,3035.0,6.522814,0.45980117,4.2833607907743,6.784,46.762,0.3835616438356164,65601646592.0,87,利益急減(-81%)
8860,フジ住宅,不動産業,768.0,5.80894,0.46554372,4.166666666666666,7.4310005,199.842,0.2831858407079646,27543900160.0,86,
5351,品川リフラ,ガラス・土石製品,2052.0,3.590991,0.84999,4.385964912280701,27.200999999999997,42.276,0.36185133239831696,93639163904.0,86,
5410,合同製鐵,鉄鋼,3005.0,5.45917,0.31066853,5.990016638935108,4.172,37.788,0.271436086270384,43944235008.0,85,利益急減(-77%)
8881,日神グループホールディングス,不動産業,672.0,7.479132,0.44639212,5.208333333333334,5.821,80.943,0.3925925925925926,31385503744.0,85,
7820,ニホンフラッシュ,その他製品,705.0,0.53106546,0.5015948,5.106382978723404,3.595,7.056,0.05714285714285714,16043514880.0,85,
4251,恵和,化学,1190.0,7.383966,0.88654333,3.361344537815126,12.788,6.686,0.2967741935483871,22009683968.0,85,
8877,エスリード,不動産業,5310.0,7.3332415,0.98831964,4.519774011299435,14.633,226.085,0.19642857142857142,81929723904.0,85,
1964,中外炉工業,建設業,4170.0,6.477972,0.99845207,3.980815347721822,13.771,16.442,0.2832764505119454,29112866816.0,85,
6844,新電元工業,電気機器,3240.0,5.902284,0.4489175,3.0864197530864197,7.215000000000001,67.615,0.2457689477557027,32986009600.0,84,利益急減(-42%)
5852,アーレスティ,非鉄金属,679.0,4.710698,0.30237824,6.185567010309279,3.6429997999999997,69.428,0.12424242424242424,16934469632.0,83,
4574,大幸薬品,医薬品,269.0,14.627516,0.51150894,5.080669144981412,20.142001,0.413,0.25842696629213485,13517570048.0,83,利益急減(-34%)
256A,飛島ホールディングス,建設業,2145.0,8.479266,0.7752801,4.895104895104895,9.062000000000001,47.863,0.32456140350877194,41082593280.0,83,
7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,サービス業,1215.0,7.1689878,1.1998222,4.526748971193416,18.886,36.028,0.13751438434982738,15133728768.0,83,利益急減(-55%)
5440,共英製鋼,鉄鋼,2000.0,8.812125,0.41064617,4.5,5.173,39.072,0.30677290836653387,86917775360.0,82,
6209,リケンＮＰＲ,機械,4030.0,7.7422576,0.6557062,5.2109181141439205,9.106,14.788,0.6954314720812182,108427001856.0,82,
5970,ジーテクト,金属製品,2382.0,7.5804343,0.4480689,4.030226700251889,7.140000000000001,24.181,0.9838449111470113,101979586560.0,81,
2733,あらた,卸売業,2614.0,8.632191,0.70792186,4.284621270084163,7.764,47.254,0.2930622009569378,87508123648.0,81,
3443,川田テクノロジーズ,金属製品,1426.0,8.490116,0.7441346,3.529663394109397,10.0039996,17.04,0.4138411903243094,73122373632.0,81,
7241,フタバ産業,輸送用機器,1108.0,6.1775203,0.7106058,3.8808664259927803,12.662,34.934,0.7446043165467626,98947768320.0,80,
2288,丸大食品,食料品,2230.0,5.576115,0.72057354,3.1390134529147984,13.184999999999999,19.846,0.6155038759689923,53682094080.0,80,
9628,燦ホールディングス,サービス業,1375.0,6.444507,0.72846216,4.1454545454545455,,31.864,0.24033149171270718,32523354112.0,80,
7239,タチエス,輸送用機器,2336.0,8.620562,0.7402635,4.49486301369863,10.621,3.706,0.9608695652173913,80172752896.0,80,
5445,東京鐵鋼,鉄鋼,2031.0,6.4347496,0.806582,4.923682914820286,11.951,15.018,0.5770035245298626,50848342016.0,80,利益急減(-32%)
2918,わらべや日洋ホールディングス,食料品,2795.0,9.096235,0.81307626,4.293381037567084,8.331,54.374,0.20295489891135304,48397889536.0,80,利益急減(-36%)
4516,日本新薬,医薬品,3616.0,8.197502,0.82502604,3.4292035398230087,11.535,0.865,0.15662999420961204,243721748480.0,80,
1887,日本国土開発,建設業,545.0,7.973665,0.6108592,3.669724770642202,7.9350000000000005,53.103,0.2564102564102564,43461709824.0,79,
9534,北海道瓦斯,電気・ガス業,795.0,6.111624,0.7100649,3.0817610062893084,10.151,51.341,0.5229681978798587,70225756160.0,78,利益急減(-42%)
543A,ＡＲＣＨＩＯＮ,輸送用機器,283.0,1.9452846,0.82694864,2.8268551236749118,50.815,40.679,0.08524590163934426,780112887808.0,78,
1813,不動テトラ,建設業,2844.0,9.653768,1.1596667,4.043600562587905,12.46,22.068,0.2824754901960784,43088572416.0,78,
9305,ヤマタネ,卸売業,2079.0,8.145913,0.7010272,3.6075036075036073,8.270001,128.534,0.12079062957540264,43919196160.0,77,
3231,野村不動産ホールディングス,不動産業,910.3,9.417545,0.97245437,4.394155772822147,9.599,211.464,0.1711507293354942,777586671616.0,77,利益急減(-36%)
1911,住友林業,建設業,1315.5,9.563795,0.6493769,2.280501710376283,12.991,75.836,0.1292834890965732,806640680960.0,76,
9932,杉本商事,卸売業,1323.0,11.282619,0.66189414,4.081632653061225,6.563000400000001,6.584,0.2328159645232816,23123742720.0,76,
9543,静岡ガス,電気・ガス業,1249.0,9.553311,0.6660179,3.5628502802241795,7.4099995000000005,12.272,0.27692307692307694,94182252544.0,76,
8425,みずほリース,その他金融業,1351.0,7.949397,0.8395111,3.774981495188749,13.148000000000001,768.988,0.40062111801242234,378532397056.0,76,
9405,朝日放送グループホールディングス,情報・通信業,825.0,7.7334085,0.42499027,4.0,3.0280001,15.368,0.5,34329864192.0,75,
9503,関西電力,電気・ガス業,2398.5,7.0322804,0.74904156,3.335417969564311,12.508,121.085,0.4783404514948139,2672064987136.0,75,
4246,ダイキョーニシカワ,化学,1143.0,9.047732,0.84186554,4.549431321084865,10.3640005,35.987,0.9842696629213483,73661513728.0,75,
1888,若築建設,建設業,3805.0,11.084569,0.9135292,3.5479632063074904,10.879999999999999,24.0,0.22075782537067545,48498356224.0,75,
6418,日本金銭機械,機械,1281.0,7.397355,0.93604153,3.12256049960968,18.313,23.437,0.8967889908256881,34747170816.0,75,
7203,トヨタ自動車,輸送用機器,3022.0,8.601844,0.95918363,3.1436135009927204,12.404,114.974,0.2557077625570776,35783662632960.0,75,
3636,三菱総合研究所,情報・通信業,4875.0,7.698503,0.9948836,3.3846153846153846,10.795,1.137,0.5076142131979695,76826886144.0,75,
7994,オカムラ,その他製品,2342.0,9.886028,1.0853808,4.141759180187873,10.667,14.728,0.3164763458401305,221724114944.0,74,利益急減(-38%)
9505,北陸電力,電気・ガス業,984.3,3.7748802,0.43652898,2.5398760540485625,10.9160006,243.501,0.5617009449694272,205625409536.0,73,
1301,極洋,水産・農林業,4740.0,8.226739,0.71166664,3.1645569620253164,9.178001,114.96,0.4474708171206226,56310616064.0,73,
1333,Ｕｍｉｏｓ,水産・農林業,1302.0,8.874045,0.794022,3.4308755760368665,8.652,114.996,0.439453125,196840652800.0,73,利益急減(-47%)
6395,タダノ,機械,1390.0,6.987031,0.8100785,3.093525179856115,12.4139994,62.686,0.7119856887298748,176107094016.0,73,
7242,カヤバ,輸送用機器,4640.0,7.34398,0.8152925,3.362068965517241,11.2679996,57.228,0.6023391812865497,186670252032.0,73,
4540,ツムラ,医薬品,3740.0,9.934654,0.8529698,3.93048128342246,9.317,39.086,0.3086548488008342,278800007168.0,73,
547A,ムニノバホールディングス,その他金融業,447.0,7.6541095,0.8751013,2.684563758389262,11.58,364.889,0.21693121693121692,214111420416.0,73,
4028,石原産業,化学,3055.0,7.025411,0.91653967,3.927986906710311,10.620000000000001,52.461,0.4641880809185347,116899135488.0,73,利益急減(-79%)
2533,オエノンホールディングス,食料品,468.0,8.183249,0.94976205,2.3504273504273505,11.89,16.821,0.2681818181818182,26066231296.0,73,
8070,東京産業,卸売業,948.0,9.853446,0.98102933,4.219409282700422,10.864,53.069,0.49728260869565216,24762155008.0,73,
5930,文化シヤッター,金属製品,1816.0,10.143552,1.0920222,4.074889867841409,11.0240005,12.298,0.05303867403314917,127734939648.0,73,
1720,東急建設,建設業,1142.0,9.050563,1.0956613,3.502626970227671,13.217,18.78,0.1751497005988024,121363996672.0,73,
1820,西松建設,建設業,5536.0,9.080918,1.1369911,4.154624277456647,14.175999000000001,111.804,0.27540106951871657,218585808896.0,73,
8850,スターツコーポレーション,不動産業,4665.0,8.860399,1.1587721,3.0010718113612005,13.918,36.906,0.2864583333333333,221136601088.0,73,
3482,ロードスターキャピタル,不動産業,2601.0,5.5193634,1.2137208,3.3064206074586697,24.573999999999998,207.809,0.11209439528023599,43985252352.0,73,利益急減(-43%)
1898,世紀東急工業,建設業,1491.0,11.695952,1.2681612,4.761904761904762,10.673001,15.503,0.2874251497005988,54618521600.0,73,利益急減(-50%)
5975,東プレ,金属製品,3220.0,8.597901,0.62929785,3.1055900621118013,9.885000400000001,17.169,0.8404255319148937,155750596608.0,72,
2292,Ｓ　Ｆｏｏｄｓ,食料品,2812.0,9.642686,0.6809063,3.698435277382646,7.221,37.86,0.4138785625774473,89065275392.0,72,
3388,明治電機工業,卸売業,2119.0,9.492452,0.6979942,4.247286455875413,6.898999999999999,,0.3225255972696246,26701981696.0,72,利益急減(-78%) / 売上減(-16%)
9990,サックスバー　ホールディングス,小売業,751.0,11.441195,0.7225524,4.660452729693742,6.525,5.629,0.3129251700680272,21980596224.0,72,
6995,東海理化電機製作所,輸送用機器,3100.0,8.9517765,0.7561016,3.7096774193548385,8.709999999999999,2.676,0.6221248630887185,268796608512.0,72,
7240,ＮＯＫ,輸送用機器,3073.0,10.788513,0.77237016,4.2303937520338435,8.446,9.712,0.6957928802588996,488130969600.0,72,
2153,Ｅ・Ｊホールディングス,サービス業,1771.0,8.681373,0.79059637,3.896103896103896,9.07,17.184,0.5710594315245479,31835801600.0,72,
6902,デンソー,輸送用機器,1933.5,11.861236,0.94806695,3.4652185156452027,9.198,25.468,0.23164335664335664,4847556362240.0,72,
1928,積水ハウス,建設業,3382.0,8.523186,1.0151318,4.257835600236547,12.644,84.768,0.3323442136498516,2192341598208.0,72,
5851,リョービ,非鉄金属,2834.0,8.44357,0.48018768,3.5991531404375445,5.9109997,35.047,0.6728045325779037,90148044800.0,71,利益急減(-51%)
8584,ジャックス,その他金融業,3720.0,9.792566,0.5556221,5.376344086021505,4.902,953.336,0.3436123348017621,166574391296.0,71,
9506,東北電力,電気・ガス業,1306.0,7.6904955,0.57467467,3.0627871362940278,7.6899999999999995,308.159,0.951539338654504,654038925312.0,71,
8091,ニチモウ,卸売業,2427.0,9.329233,0.5836547,4.120313143798929,6.298999499999999,120.177,0.5250783699059561,20390559744.0,71,
6358,酒井重工業,機械,2192.0,10.644911,0.5928742,4.881386861313869,5.434,13.986,0.5113924050632911,18796482560.0,71,
4331,テイクアンドギヴ・ニーズ,サービス業,747.0,4.177852,0.61303777,5.533199464524766,,109.449,0.4204081632653061,10907778048.0,71,
6419,マースグループホールディングス,機械,3155.0,8.768029,0.66347146,4.754358161648177,7.244000000000001,0.722,0.6748681898066784,56572887040.0,71,利益急減(-35%) / 売上減(-22%)
2220,亀田製菓,食料品,1331.0,3.4158862,0.8069538,4.958677685950414,4.398,40.638,0.4450402144772118,84184621056.0,71,利益急減(-94%)
1925,大和ハウス工業,建設業,4599.0,8.12042,0.97896385,3.587736464448793,12.880999000000001,115.364,0.3004640371229698,2848373866496.0,71,
7294,ヨロズ,輸送用機器,926.0,10.384659,0.34899408,3.5637149028077757,5.235,60.587,0.3415384615384615,19073703936.0,70,
9504,中国電力,電気・ガス業,948.7,4.977701,0.44004905,2.8459997891852007,5.0819997,430.981,0.3811475409836068,341130084352.0,70,
9509,北海道電力,電気・ガス業,1067.5,5.2085876,0.46525678,2.9976580796252925,6.367000000000001,337.444,0.4424019607843137,219211317248.0,70,利益急減(-59%)
8203,ＭｒＭａｘＨＤ,小売業,778.0,9.5425,0.67509115,3.470437017994859,7.785,56.795,0.38461538461538464,25927002112.0,70,
5480,日本冶金工業,鉄鋼,5500.0,10.578957,0.74222416,4.0,8.0240004,78.185,0.8361581920903954,76195643392.0,70,
5981,東京製綱,金属製品,2002.0,8.945087,0.7425769,3.4965034965034967,8.781,53.845,0.7863818424566088,30871425024.0,70,
8095,アステナホールディングス,卸売業,540.0,9.415868,0.7679388,3.3333333333333335,8.449,70.376,0.9655172413793104,21832493056.0,70,
2053,中部飼料,食料品,2012.0,10.552263,0.77046055,3.230616302186879,11.209,9.712,0.9840909090909091,57736900608.0,70,
8078,阪和興業,卸売業,1859.0,9.625641,0.82315356,15.59978483055406,9.421,82.79,0.9029957203994294,358352125952.0,70,配当過大(減配リスク)
6804,ホシデン,電気機器,2850.0,9.489878,0.9109832,3.43859649122807,12.652000999999998,6.593,0.6760259179265659,140313116672.0,70,売上減(-16%)
7296,エフ・シー・シー,輸送用機器,4180.0,10.786262,0.97444326,4.641148325358851,10.193000000000001,2.328,0.9465648854961832,198328057856.0,70,
8014,蝶理,卸売業,4145.0,8.503436,0.9793044,3.546441495778046,12.892999999999999,0.508,0.5522388059701493,102155509760.0,70,
3877,中越パルプ工業,パルプ・紙,2219.0,11.417545,0.4606314,4.0558810274898605,5.2550003,53.401,0.9462875197472354,27882475520.0,69,
4538,扶桑薬品工業,医薬品,2299.0,9.75351,0.5489359,3.9147455415398,6.357,78.77,0.5722222222222222,19626680320.0,69,
1873,日本ハウスホールディングス,建設業,321.0,9.576372,0.5635771,3.7383177570093453,6.0409999999999995,50.577,0.7058823529411765,12839419904.0,69,
9022,東海旅客鉄道,陸運業,3833.0,6.7137256,0.70247936,0.8348552048004174,11.159000500000001,91.502,0.38759213759213756,3638973956096.0,69,
4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,情報・通信業,1941.0,9.146169,0.9685358,2.575991756826378,10.6979996,17.505,0.41832669322709165,33556357120.0,69,
8473,ＳＢＩホールディングス,証券、商品先物取引業,3075.0,4.9244123,1.0656303,3.089430894308943,23.416,302.859,0.3595141700404858,1987654451200.0,69,
8892,エスコン,不動産業,1107.0,8.695311,1.2886013,4.336043360433604,13.303,469.482,0.4223826714801444,106149273600.0,69,売上減(-43%)
9508,九州電力,電気・ガス業,1912.0,6.077366,0.7281451,2.615062761506276,14.633,256.946,0.8158813263525305,903951810560.0,68,
7130,ヤマエグループホールディングス,卸売業,2912.0,7.2931275,0.7338279,2.7472527472527473,15.215999,104.74,0.6564215148188803,80853999616.0,68,
9507,四国電力,電気・ガス業,1840.5,7.4432807,0.7695187,2.7166530834012494,11.8319996,160.914,0.9427036705461056,376146067456.0,68,
8935,ＦＪネクストホールディングス,不動産業,2052.0,6.7109265,0.80242956,2.729044834307992,15.043001,21.153,0.9808259587020649,67207483392.0,68,
2270,雪印メグミルク,食料品,3670.0,6.99354,0.9041794,2.7247956403269753,15.935000999999998,16.788,0.7156033820138356,219729543168.0,68,
1938,日本リーテック,建設業,2479.0,11.060052,0.9073892,3.307785397337636,9.151,0.739,0.43005952380952384,61430976512.0,68,
9025,鴻池運輸,陸運業,2918.0,10.86212,0.9597128,3.7697052775873887,8.860999999999999,35.155,0.31176470588235294,154944684032.0,68,
3457,Ａｎｄ　Ｄｏホールディングス,不動産業,924.0,14.115491,0.9611893,4.870129870129871,12.4280006,241.128,0.05627705627705628,18450991104.0,68,
5021,コスモエネルギーホールディングス,石油・石炭製品,4250.0,9.378586,0.99695724,3.882352941176471,22.760001,68.065,0.5190184049079755,674855452672.0,68,
3139,ラクト・ジャパン,卸売業,3395.0,10.387028,1.0180026,4.359351988217967,10.406,130.094,0.2727272727272727,33986013184.0,68,利益急減(-39%)
3284,フージャースホールディングス,不動産業,1303.0,7.475188,1.0427278,5.6792018419033,16.586000000000002,230.944,0.6232394366197183,53294866432.0,68,
7525,リックス,卸売業,3720.0,9.478673,1.0455843,4.220430107526882,11.61,18.127,0.6623376623376623,30154100736.0,68,
5195,バンドー化学,ゴム製品,2468.0,9.621832,1.0729669,4.051863857374392,12.084,5.247,0.8616541353383459,100029054976.0,68,
5288,アジアパイルホールディングス,ガラス・土石製品,1578.0,7.914535,1.1087884,3.4854245880861847,15.783,25.905,0.7030995106035889,60104056832.0,68,
1861,熊谷組,建設業,1298.0,11.094966,1.1992004,3.62095531587057,11.295,31.467,0.15148063781321183,220580970496.0,68,
4072,電算システムホールディングス,情報・通信業,3070.0,11.322982,1.2828785,3.257328990228013,12.775,2.301,0.1444303261329945,32896278528.0,68,
7148,ＦＰＧ,証券、商品先物取引業,1618.0,8.779641,2.2585022,4.0296662546353526,29.487999999999996,82.411,0.14491362763915547,135486414848.0,68,売上減(-42%)
9997,ベルーナ,小売業,1039.0,8.6619425,0.66244376,3.6573628488931664,8.021,102.041,0.7578947368421053,99925409792.0,67,
2915,ケンコーマヨネーズ,食料品,2030.0,10.199468,0.7045974,3.300492610837438,7.187,7.625,0.40391459074733094,29227401216.0,67,
3232,三重交通グループホールディングス,不動産業,557.0,8.953545,0.7652876,3.231597845601436,9.423999499999999,115.523,0.509090909090909,56125964288.0,67,
5110,住友ゴム工業,ゴム製品,2311.0,9.819836,0.8053623,3.028991778450887,9.020001,44.89,0.554997717937015,607438045184.0,67,
1662,石油資源開発,鉱業,1873.0,8.972455,0.8107351,3.4703683929524822,7.475,9.263,0.43522388059701494,479486672896.0,67,利益急減(-79%) / 売上減(-21%)
8103,明和産業,卸売業,959.0,11.423467,0.9074255,4.37956204379562,8.868,6.176,0.7248322147651006,36416864256.0,67,
7202,いすゞ自動車,輸送用機器,2241.5,11.610981,1.0218292,4.10439437876422,11.6009995,60.175,0.37867148666967915,1540442030080.0,67,
8934,サンフロンティア不動産,不動産業,2472.0,8.506246,1.0433928,3.074433656957929,13.276,96.012,0.40144927536231884,141358874624.0,67,
6332,月島ホールディングス,機械,2803.0,6.791529,1.1483715,2.96111309311452,16.319999,14.138,0.36254295532646047,111002230784.0,67,
6463,ＴＰＲ,機械,1557.0,10.885828,0.56657016,3.5966602440590876,5.922000000000001,12.054,0.9665551839464883,99906142208.0,66,
7955,クリナップ,その他製品,987.0,10.20577,0.57680744,3.343465045592705,6.424,13.476,0.6740947075208914,34806284288.0,66,
4116,大日精化工業,化学,1341.0,11.338463,0.6512184,14.168530947054435,6.393000499999999,12.683,0.922077922077922,91539128320.0,66,配当過大(減配リスク)
3151,バイタルケーエスケー・ホールディングス,卸売業,1588.0,10.431584,0.66676325,4.408060453400504,6.426,4.809,0.7225548902195609,75958304768.0,66,利益急減(-48%)
2784,アルフレッサ　ホールディングス,卸売業,2289.0,9.963871,0.8267985,2.9707295762341634,8.169,6.169,0.3711340206185567,401513611264.0,66,利益急減(-50%)
5357,ヨータイ,ガラス・土石製品,1782.0,13.264851,0.9479142,5.05050505050505,8.181,2.884,0.34818941504178275,32862746624.0,66,
9273,コーア商事ホールディングス,卸売業,779.0,8.756744,1.0522747,2.3106546854942236,12.642999,10.653,0.23076923076923078,32810313728.0,66,
6458,新晃工業,機械,1225.0,12.296727,1.2565262,4.081632653061225,10.058,12.628,0.12967032967032968,82252234752.0,66,
8585,オリエントコーポレーション,その他金融業,863.0,11.45778,0.605158,4.634994206257242,4.626,865.062,0.1340782122905028,147733397504.0,65,利益急減(-68%)
3291,飯田グループホールディングス,不動産業,2297.5,10.028372,0.62053037,3.917301414581066,6.901,82.629,0.3630532392559333,634868400128.0,65,
7102,日本車輌製造,輸送用機器,3650.0,4.5167117,0.6237211,1.2328767123287672,17.302999,35.953,0.6073961499493414,52666687488.0,65,
4914,高砂香料工業,化学,1276.0,13.061726,0.791229,4.075235109717868,6.981,40.06,0.3035971223021583,124404957184.0,65,
9619,イチネンホールディングス,サービス業,2686.0,8.300115,0.8125153,3.3507073715562177,17.368999,168.97,0.9882352941176471,63597248512.0,65,
8075,神鋼商事,卸売業,3125.0,9.962065,0.834233,3.392,9.002,55.669,0.9849699398797596,82569871360.0,65,
9201,日本航空,空運業,2996.0,9.764047,0.8897463,3.204272363150868,9.0670004,55.55,0.6811091854419411,1287763787776.0,65,利益急減(-80%)
6455,モリタホールディングス,輸送用機器,2400.0,10.684237,0.9650305,2.666666666666667,9.508,1.825,0.26081582200247216,98579456000.0,65,
6632,ＪＶＣケンウッド,電気機器,1011.0,9.056705,0.98133045,1.7804154302670623,10.248,44.019,0.2329545454545454,143746056192.0,65,利益急減(-71%)
1929,日特建設,建設業,1171.0,11.734643,1.3211143,4.184457728437233,12.203,1.298,0.24808184143222506,48911638528.0,65,
1885,東亜建設工業,建設業,2097.0,8.443728,1.3976982,3.671912255603243,17.678,25.509,0.06038559476173154,162162311168.0,65,
6417,ＳＡＮＫＹＯ,機械,1920.5,8.548854,1.5225569,4.686279614683676,14.407,,0.2598814229249012,379325120512.0,65,利益急減(-49%) / 売上減(-39%)
9438,エムティーアイ,情報・通信業,605.0,9.56673,1.7135073,3.1404958677685952,16.692999999999998,4.918,0.21666666666666667,33601810432.0,65,
3486,グローバル・リンク・マネジメント,不動産業,1958.0,8.575683,1.9955909,4.111338100102145,24.995,297.438,0.20827178729689808,31276888064.0,65,利益急減(-65%) / 売上減(-32%)
5902,ホッカンホールディングス,金属製品,2714.0,10.193044,0.5438368,3.4635224760501107,5.88,73.75,0.9985693848354793,33420513280.0,64,
5406,神戸製鋼所,鉄鋼,2050.0,8.61924,0.6439291,3.902439024390244,5.6750003,55.392,0.516507703595011,810678681600.0,64,
5214,日本電気硝子,ガラス・土石製品,5075.0,14.871795,0.7533677,3.152709359605911,5.4559999999999995,15.702,0.2111801242236025,373944647680.0,64,
2602,日清オイリオグループ,食料品,1995.0,7.8392076,0.86088896,3.007518796992481,5.148,54.791,0.8269231035502917,182548037632.0,64,利益急減(-78%)
6294,オカダアイヨン,機械,1943.0,10.487396,0.8754354,3.860010293360782,7.997999999999999,96.544,0.0440251572327044,15655411712.0,64,利益急減(-40%)
2804,ブルドックソース,食料品,1820.0,9.567366,0.9034172,2.197802197802198,5.2550003,16.293,0.24354243542435425,22271006720.0,64,利益急減(-65%)
8129,東邦ホールディングス,卸売業,3900.0,14.952841,0.95780736,4.230769230769231,6.260000000000001,2.216,0.15148698884758363,252336340992.0,64,
3289,東急不動産ホールディングス,不動産業,1315.0,9.709096,1.0298444,3.650190114068441,10.542,206.122,0.32779097387173395,937899130880.0,64,
9031,西日本鉄道,陸運業,3086.0,7.301722,0.8001294,2.268308489954634,12.501000000000001,121.186,0.8121693121693122,233118515200.0,63,
2060,フィード・ワン,食料品,1413.0,8.476305,0.86463004,2.8662420382165608,10.936,39.762,0.9676025917926566,54074302464.0,63,
6371,椿本チエイン,機械,2714.0,9.170777,0.9306169,2.9476787030213707,10.655000000000001,18.586,0.8787128712871287,275946799104.0,63,
2429,ワールドホールディングス,サービス業,2763.0,8.429692,1.0011072,4.686934491494752,12.687000000000001,194.742,0.7748776508972267,48768110592.0,63,
1835,東鉄工業,建設業,3970.0,10.643717,1.044363,3.7783375314861463,10.235,,0.03608247422680412,136733483008.0,63,
3932,アカツキ,情報・通信業,3405.0,8.687776,1.0826479,3.3773861967694567,13.014000000000001,25.684,0.8894230769230769,40969875456.0,63,
9612,ラックランド,サービス業,1274.0,6.30818,1.0967273,1.5698587127158554,15.289,15.696,0.1722488038277512,14480091136.0,63,利益急減(-49%) / 売上減(-15%)
5535,ミガロホールディングス,不動産業,272.0,11.734254,1.1413082,3.125,11.132,236.928,0.03519417475728155,17490819072.0,63,
1870,矢作建設工業,建設業,2125.0,10.797215,1.2084321,4.705882352941177,12.1750005,19.18,0.45755968169761274,91761106944.0,63,売上減(-23%)
5714,ＤＯＷＡホールディングス,非鉄金属,9544.0,9.0923815,1.2258612,3.5414920368818104,18.461001,24.034,0.6144643828167482,564511178752.0,63,
7259,アイシン,輸送用機器,2258.0,16.383688,0.7450112,3.100088573959256,8.434,28.868,0.13542168674698796,1584024256512.0,62,
7246,プレス工業,輸送用機器,989.0,11.521436,0.8017595,3.741152679474216,8.858,4.689,0.9560723514211886,96479862784.0,62,
7226,極東開発工業,輸送用機器,2350.0,24.468971,0.8047998,5.957446808510639,8.607,35.853,0.2047713717693837,90490068992.0,62,
9991,ジェコス,卸売業,1791.0,10.292512,0.8506075,3.8525963149078724,8.778,4.321,0.7447154471544716,60260446208.0,62,
9956,バローホールディングス,小売業,3230.0,10.331041,0.89862883,2.291021671826625,10.284001,66.429,0.3938193343898574,187573436416.0,62,
1930,北陸電気工事,建設業,1545.0,11.061789,0.92132264,3.1067961165048543,9.224,0.134,0.4598825831702544,42491420672.0,62,
6272,レオン自動機,機械,1535.0,10.6213665,0.95275337,3.778501628664495,9.952,3.235,0.571917808219178,41456001024.0,62,
2982,ＡＤワークスグループ,不動産業,420.0,5.129458,1.2594987,2.380952380952381,19.184999,143.879,0.33557046979865773,20794386432.0,62,
8057,内田洋行,卸売業,2150.0,8.842642,1.2959099,2.7906976744186047,17.961,4.478,0.35135135135135137,106039099392.0,62,
3903,ｇｕｍｉ,情報・通信業,264.0,9.425205,0.6658629,,6.288,21.75,0.08917197452229299,14228816896.0,61,
8793,ＮＥＣキャピタルソリューション,その他金融業,4170.0,9.784827,0.684604,3.597122302158273,5.7340004,746.073,0.6504065040650406,89841950720.0,61,
9324,安田倉庫,倉庫・運輸関連業,2597.0,11.173738,0.71526086,2.6954177897574128,10.193000000000001,74.059,0.8945783132530121,74561560576.0,61,
5957,日東精工,金属製品,783.0,11.454066,0.7673168,3.1928480204342273,6.9879999999999995,4.684,0.8405797101449275,28456687616.0,61,
2004,昭和産業,食料品,3670.0,11.23974,0.7843318,3.1335149863760217,7.2749999999999995,34.46,1.0,119263404032.0,61,
4559,ゼリア新薬工業,医薬品,2112.0,11.010897,0.861694,2.320075757575758,8.44,33.687,0.420863309352518,93095690240.0,61,
9202,ＡＮＡホールディングス,空運業,3040.0,9.4659815,0.94850373,2.138157894736842,13.206000000000001,84.724,0.5471923536439666,1315419586560.0,61,
7520,エコス,小売業,2531.0,10.745977,0.96396905,2.7657052548399843,9.195,40.718,0.3060853769300636,28017717248.0,61,
5076,インフロニア・ホールディングス,建設業,2785.5,10.793165,1.0697337,4.308023694130317,23.747,88.87,0.8881537492123504,704760971264.0,61,
7224,新明和工業,輸送用機器,2016.0,11.587539,1.073642,2.7777777777777777,10.588000000000001,38.864,0.2911392405063291,133344985088.0,61,
9003,相鉄ホールディングス,陸運業,2561.0,9.904474,1.1738106,2.7333073018352203,13.103000000000002,218.029,0.28199052132701424,245776793600.0,61,
1719,安藤・間,建設業,1902.0,10.024773,1.3830595,4.206098843322819,15.935000999999998,12.671,0.44242424242424244,298391601152.0,61,
2335,キューブシステム,情報・通信業,1079.0,10.436213,1.4686626,4.263206672845228,14.419,2.062,0.32793522267206476,16376032256.0,61,
4792,山田コンサルティンググループ,サービス業,1723.0,11.385714,1.675656,4.468949506674405,13.526,23.004,0.42765273311897106,33089878016.0,61,
1871,ピーエス・コンストラクション,建設業,2321.0,11.641671,1.6905661,5.1701852649719955,15.889000000000001,40.505,0.3276805251641138,108667912192.0,61,
3817,ＳＲＡホールディングス,情報・通信業,4845.0,10.933586,1.7739286,4.12796697626419,17.533001000000002,0.2,0.359375,65524166656.0,61,
7595,アルゴグラフィックス,情報・通信業,1317.0,4.996396,1.9137046,3.037205770690964,34.456003,,0.31855714906562366,90494484480.0,61,
4569,杏林製薬,医薬品,1134.0,18.906301,0.46430653,5.026455026455026,1.5709999999999997,16.566,0.12184249628528974,65144098816.0,60,利益急減(-61%)
8093,極東貿易,卸売業,1890.0,12.457978,0.6871998,3.9153439153439153,5.94,13.258,0.4098073555166375,22558017536.0,60,
